id,last_name,first_name,team,position,opponent,minutes,points,threes,rebounds,assists,steals,blocks,turnovers,twos,free throws,free_throws_missed,field goals,field_goals_missed,double doubles,triple doubles,price_fanduel,price_yahoo,price_draftkings,price_draftday,price_starstreet,price_fantasyfeud,price_fanthrowdown,price_starfantasyleagues,price_fantasyaces,positions_fanduel,positions_yahoo,positions_draftkings,positions_draftday,positions_starstreet,positions_fantasyfeud,positions_fanthrowdown,positions_starfantasyleagues,positions_fantasyaces
3388,Morris,Markieff,PHO,PF,DEN,17.00,8.53,0.45,3.67,1.22,0.68,0.29,1.24,3.07,1.03,0.32,3.52,3.70,0.01,0.00,4500,17,4400,8750,0,59100,0,7700,4100,PF,PF,PF,PF;C,,,,F,F
3335,Mozgov,Timofey,CLE,C,NYK,18.00,7.96,0.00,4.62,0.50,0.28,0.64,1.02,3.16,1.63,0.53,3.16,2.71,0.01,0.00,3700,10,3900,7000,0,54000,0,6600,3800,C,C,C,C,,C,,C,C
3389,Motiejunas,Donatas,HOU,PF,@ ORL,20.00,7.92,0.78,3.67,1.59,0.59,0.29,1.47,2.36,0.85,0.54,3.15,3.90,0.01,0.00,4400,14,3800,6950,0,53900,0,4500,3500,PF,SF,PF,SF;PF,,,,F,F
2452,Lee,David,BOS,PF,@ CHA,16.00,6.70,0.00,4.33,1.90,0.40,0.33,1.23,2.77,1.16,0.47,2.77,2.97,0.00,0.00,4100,10,4300,7350,0,58400,0,7200,3500,PF,PF,PF,PF;C,,,,F,F
3354,Bogdanovic,Bojan,BKN,SF,DAL,26.00,8.89,1.23,3.72,1.07,0.47,0.05,1.14,2.28,0.66,0.21,3.50,4.39,0.01,0.00,3800,14,4500,6800,0,54700,0,6400,3700,SF,SG,SF,SG;SF,,,,F,G
2423,Calderon,Jose,NYK,PG,@ CLE,24.00,6.45,0.97,2.50,3.49,0.58,0.04,1.17,1.55,0.45,0.07,2.52,3.48,0.00,0.00,3900,10,3900,6900,0,51600,0,7500,3900,PG,PG,PG,PG,,,,G,G
5024,Johnson,Stanley,DET,SF,@ ATL,22.00,8.11,0.77,3.96,1.25,0.68,0.11,1.63,2.48,0.82,0.27,3.25,5.39,0.01,0.00,3800,10,3700,6750,0,53500,0,6000,3900,SF,SF,SF,SF,,,,F,F
3920,Gordon,Aaron,ORL,PF,HOU,16.00,6.43,0.36,4.08,0.83,0.66,0.73,0.75,2.06,1.23,0.48,2.42,2.66,0.00,0.00,3500,10,3500,6700,0,51300,0,6700,3900,PF,SF,SF,SF;PF,,,,F,F
3544,Marshall,Kendall,PHI,PG,@ MIL,21.00,4.72,0.66,1.77,5.35,0.79,0.02,1.91,1.22,0.28,0.19,1.88,2.77,0.00,0.00,3500,10,3300,5000,0,42600,0,6200,3300,PG,PG,PG,PG,,,,G,G
2643,Tucker,PJ,PHO,SF,DEN,24.00,5.49,0.63,4.42,1.38,0.99,0.26,0.83,1.45,0.71,0.29,2.08,2.89,0.00,0.00,3500,10,3800,7100,0,55800,0,6600,3900,SF,SF,SF,SG;SF,,,,F,F
2378,Humphries,Kris,WAS,PF,MEM,18.00,6.21,0.53,4.88,0.88,0.41,0.49,0.65,1.83,0.97,0.24,2.36,3.34,0.00,0.00,3600,10,3900,6350,0,48800,0,6200,3600,PF,PF,PF,PF;C,,,,C,F
2579,Bargnani,Andrea,BKN,C,DAL,18.00,9.25,0.21,3.31,0.59,0.09,0.48,0.80,3.52,1.60,0.31,3.72,4.40,0.01,0.00,3900,10,3500,6250,0,51900,0,5800,3300,C,C,C,PF;C,,C,,F,C
3659,Thompson,Hollis,PHI,SF,@ MIL,24.00,8.05,1.54,2.69,1.38,0.72,0.32,1.12,1.19,1.04,0.35,2.73,4.30,0.00,0.00,3500,10,3500,6700,0,45500,0,5500,3600,SF,SF,SG,SG;SF,,,,G,G
5029,Lyles,Trey,UTA,PF,@ GSW,21.00,7.17,0.19,4.60,0.87,0.43,0.31,1.40,2.66,1.29,0.44,2.85,3.53,0.01,0.00,3500,10,3200,5000,0,35000,0,3600,3000,PF,PF,PF,PF,,,,F,F
3393,Shumpert,Iman,CLE,SG,NYK,22.00,5.94,0.64,3.47,1.66,0.99,0.11,0.79,1.68,0.65,0.26,2.33,3.73,0.00,0.00,4600,15,3700,5650,0,59600,0,8300,3800,SG,SG,SG,SG;SF,,,,G,G
2705,Belinelli,Marco,SAC,SG,@ IND,24.00,9.25,1.68,1.82,1.83,0.61,0.05,1.55,1.41,1.39,0.20,3.09,4.69,0.00,0.00,3500,10,3800,6100,0,45500,0,5700,3700,SG,SG,SG,SG;SF,,,,G,G
3013,Henderson,Gerald,POR,SG,@ NOR,20.00,8.36,0.74,2.53,1.44,0.40,0.14,0.85,2.36,1.42,0.37,3.10,4.45,0.00,0.00,3600,10,3500,5950,0,39900,0,4600,3700,SG,SG,SG,SG;SF,,,,G,G
2847,Lopez,Robin,NYK,C,@ CLE,22.00,5.98,0.00,4.03,1.13,0.20,0.82,0.98,2.37,1.24,0.31,2.37,2.62,0.00,0.00,3800,10,3900,8200,0,56400,0,7800,3800,C,C,C,C,,C,,C,C
3561,Nicholson,Andrew,ORL,PF,HOU,17.00,7.10,0.79,3.87,0.67,0.28,0.61,0.97,2.13,0.48,0.18,2.92,3.38,0.01,0.00,3600,10,3700,5000,0,57300,0,6500,3750,PF,PF,PF,PF,,,,C,F
3537,Lamb,Jeremy,CHA,SG,BOS,15.00,7.78,0.63,3.20,0.83,0.36,0.23,0.59,2.52,0.83,0.27,3.16,3.98,0.01,0.00,4400,16,4400,7000,0,69300,0,8700,3900,SG,SG,SG,SG;SF,,,,G,G
5098,McConnell,TJ,PHI,PG,@ MIL,19.00,3.23,0.20,2.95,4.20,0.86,0.11,1.56,1.10,0.43,0.16,1.30,1.94,0.00,0.00,4600,14,4000,7800,0,67700,0,9100,4000,PG,PG,PG,PG,,,,G,G
3033,Thornton,Marcus,HOU,SG,@ ORL,15.00,8.53,1.60,1.89,1.02,0.69,0.08,0.61,1.53,0.66,0.13,3.13,3.95,0.00,0.00,3900,11,3900,6300,0,59800,0,7700,3900,SG,SG,SF,SG;SF,,,,G,G
3563,O'Quinn,Kyle,NYK,C,@ CLE,16.00,5.05,0.10,4.00,1.04,0.61,0.69,0.83,1.87,0.99,0.40,1.97,2.32,0.00,0.00,4000,10,3400,7350,0,59000,0,7400,3750,C,C,PF,PF;C,,,,F,F
1968,Diaw,Boris,SAS,PF,@ MIN,20.00,5.98,0.27,3.10,2.09,0.34,0.26,1.03,2.19,0.78,0.24,2.47,2.89,0.00,0.00,3600,10,3500,5800,0,49600,0,6600,3500,PF,C,PF,PF;C,,C,,C,F
2313,Livingston,Shaun,GSW,PG,UTA,20.00,5.42,0.03,2.22,2.61,0.59,0.33,0.89,2.28,0.76,0.22,2.31,2.45,0.00,0.00,3500,10,3400,5800,0,46100,0,5700,3500,PG,PG,PG,PG;SG,,,,G,G
3725,McLemore,Ben,SAC,SG,@ IND,23.00,7.46,1.03,2.20,1.34,1.02,0.13,1.54,1.71,0.96,0.23,2.74,3.74,0.00,0.00,3600,10,3900,6700,0,50100,0,6100,3800,SG,SG,SG,SG,,,,G,G
2755,Smith,Jason,ORL,PF,HOU,16.00,6.13,0.14,3.27,1.16,0.30,0.76,1.09,2.36,1.00,0.21,2.50,2.78,0.00,0.00,3500,10,3200,5000,0,42500,0,4800,3300,PF,PF,PF,PF;C,,,,F,C
2636,Sefolosha,Thabo,ATL,SF,DET,19.00,4.45,0.34,4.13,1.12,1.08,0.23,0.93,1.42,0.57,0.24,1.77,2.25,0.00,0.00,4200,14,4000,6400,0,49700,0,7800,4000,SF,SF,SF,SG;SF,,,,F,G
1977,West,David,SAS,PF,@ MIN,15.00,5.23,0.00,3.28,1.73,0.42,0.39,1.01,2.17,0.89,0.36,2.17,1.90,0.00,0.00,3600,10,3800,6200,0,51800,0,6600,3700,PF,PF,PF,PF,,,,F,F
3358,Cole,Norris,NOR,PG,POR,19.00,6.48,0.66,1.45,2.40,0.47,0.18,0.79,1.89,0.72,0.30,2.55,4.02,0.00,0.00,3500,10,3300,5550,0,48000,0,4700,3000,PG,SG,PG,PG;SG,,,,G,G
3589,Scott,Mike,ATL,SF,DET,15.00,7.37,0.71,2.59,1.10,0.30,0.06,0.57,2.13,0.99,0.27,2.84,2.88,0.00,0.00,3600,10,3200,5100,0,39700,0,4700,3600,SF,PF,PF,PF,,,,F,F
2097,Williams,Mo,CLE,PG,NYK,15.00,7.02,0.60,1.59,2.26,0.36,0.08,1.00,2.13,0.97,0.12,2.73,3.85,0.00,0.00,4700,18,4600,8550,0,61500,0,8800,4400,PG,PG,PG,PG;SG,,,,G,G
3688,Lauvergne,Joffrey,DEN,C,@ PHO,16.00,5.25,0.13,4.42,0.54,0.45,0.48,1.16,1.78,1.30,0.53,1.91,2.42,0.00,0.00,3900,11,4400,7750,0,71800,0,8600,4150,C,C,C,PF;C,,C,,C,F
3669,Baynes,Aron,DET,C,@ ATL,15.00,5.51,0.00,4.58,0.73,0.29,0.22,1.09,2.30,0.91,0.17,2.30,1.87,0.00,0.00,3500,10,3100,5500,0,46700,0,5300,3500,C,C,C,C,,,,C,F
2768,Young,Nick,LAL,SG,OKC,19.00,8.71,1.57,1.47,0.62,0.48,0.09,0.63,1.26,1.48,0.22,2.83,4.64,0.00,0.00,3500,10,3500,5900,0,40900,0,4700,3500,SG,SG,SG,SG;SF,,,,F,F
3713,Roberson,Andre,OKC,SG,@ LAL,21.00,4.16,0.42,3.48,0.92,0.97,0.39,0.59,1.26,0.37,0.30,1.68,1.97,0.00,0.00,3500,10,3200,5000,0,44900,0,5600,3800,SG,SG,SG,SG;SF,,,,G,G
3057,Ellington,Wayne,BKN,SG,DAL,20.00,6.59,1.11,2.23,1.03,0.65,0.08,0.52,1.41,0.43,0.09,2.52,4.26,0.00,0.00,3600,10,3300,5000,0,37000,0,4400,3000,SG,SG,SG,SG,,,,G,G
3334,Splitter,Tiago,ATL,C,DET,14.00,5.58,0.00,3.19,0.89,0.48,0.48,1.03,2.39,0.80,0.25,2.39,1.75,0.00,0.00,3600,10,3100,6600,0,44100,0,6000,3800,C,C,C,C,,,,C,F
2262,Martin,Kevin,MIN,SG,SAS,18.00,8.14,0.49,1.52,1.04,0.39,0.02,0.89,2.45,1.77,0.23,2.94,4.37,0.00,0.00,3900,13,4200,7700,0,57300,0,6800,4200,SG,SG,SG,SG;SF,,,,G,G
5036,Nance,Larry,LAL,PF,OKC,22.00,4.32,0.03,3.83,0.85,0.72,0.32,0.84,1.86,0.51,0.13,1.89,2.50,0.00,0.00,3500,10,3600,0,0,0,0,0,3600,PF,PF,PF,,,,,,F
3940,O'Bryant,Johnny,MIL,C,PHI,18.00,4.71,0.00,3.51,1.21,0.34,0.38,0.84,1.93,0.84,0.45,1.93,2.32,0.00,0.00,3500,10,3100,0,0,37700,0,4100,3000,C,PF,PF,,,C,,F,F
2706,Brewer,Corey,HOU,SF,@ ORL,16.00,6.20,0.78,1.82,1.21,0.83,0.12,0.97,1.38,1.10,0.36,2.16,3.26,0.00,0.00,3800,12,3900,6600,0,52300,0,6200,3800,SF,SF,SF,SG;SF,,,,F,F
1874,Garnett,Kevin,MIN,PF,SAS,14.00,2.86,0.00,4.15,1.13,0.78,0.26,0.56,1.29,0.27,0.11,1.29,1.44,0.00,0.00,3500,10,3200,5800,0,42400,0,6300,3800,PF,PF,PF,PF;C,,,,F,F
2858,Rush,Brandon,GSW,SG,UTA,19.00,5.21,0.95,2.96,0.87,0.32,0.52,0.67,0.94,0.48,0.28,1.89,2.70,0.00,0.00,3600,10,3500,5000,0,43100,0,5200,3600,SG,SF,SG,SG,,,,G,G
3922,Hairston,PJ,CHA,SF,BOS,20.00,5.79,0.98,2.93,0.70,0.39,0.21,0.68,1.11,0.65,0.10,2.08,4.30,0.00,0.00,3500,10,3400,6900,0,46200,0,4800,3500,SF,SF,SF,SG;SF,,,,G,G
3080,Gee,Alonzo,NOR,SF,POR,21.00,4.06,0.29,2.63,0.86,1.06,0.30,0.66,1.28,0.64,0.28,1.57,1.71,0.00,0.00,3600,10,3200,5000,0,44700,0,5100,3000,SF,SF,SF,SG;SF,,,,F,F
3706,Muhammad,Shabazz,MIN,SF,SAS,17.00,7.06,0.27,2.44,0.48,0.26,0.08,0.82,2.51,1.25,0.42,2.77,3.32,0.00,0.00,3500,10,3700,5550,0,40800,0,5400,3800,SF,SF,SF,SG;SF,,,,F,F
3034,Budinger,Chase,IND,SF,SAC,15.00,5.52,0.80,2.46,1.07,0.51,0.11,0.78,1.06,0.99,0.27,1.86,2.54,0.00,0.00,3500,10,3100,5000,0,35000,0,4000,3600,SF,SF,SF,SG;SF,,,,F,F
3490,Green,JaMychal,MEM,PF,@ WAS,14.00,5.46,0.14,3.65,0.39,0.36,0.23,1.18,1.98,1.08,0.30,2.12,1.92,0.00,0.00,3500,10,3300,5000,0,41500,0,5400,3500,PF,C,PF,PF,,,,F,F
2284,Allen,Tony,MEM,SG,@ WAS,14.00,4.78,0.15,2.44,0.66,1.04,0.16,0.76,1.96,0.42,0.32,2.11,2.09,0.00,0.00,3500,10,3400,5750,0,42400,0,6000,3600,SG,SG,SF,SG;SF,,,,G,G
3413,Thomas,Lance,NYK,SF,@ CLE,23.00,6.58,0.57,2.22,0.79,0.35,0.10,1.08,1.81,1.26,0.33,2.37,3.76,0.00,0.00,4100,10,3900,6100,0,55100,0,6600,3800,SF,SF,SF,SG;SF,,,,G,F
2774,Tolliver,Anthony,DET,PF,@ ATL,18.00,4.49,1.09,3.09,0.75,0.39,0.19,0.42,0.43,0.36,0.14,1.52,2.70,0.00,0.00,3500,10,3200,5000,0,40400,0,4600,3300,PF,PF,PF,SF;PF,,,,F,F
2891,Asik,Omer,NOR,C,POR,12.00,3.48,0.00,4.38,0.38,0.17,0.41,0.50,1.19,1.10,0.75,1.19,0.98,0.00,0.00,3500,10,3300,5600,0,36900,0,4100,3600,C,C,C,PF;C,,C,,C,C
2862,Speights,Marreese,GSW,PF,UTA,10.00,6.00,0.08,2.55,0.51,0.21,0.25,0.81,2.16,1.42,0.27,2.25,2.79,0.00,0.00,3500,10,3100,5000,0,35000,0,3500,3000,PF,PF,C,PF;C,,C,,F,F
1927,Blake,Steve,DET,PG,@ ATL,16.00,4.60,1.17,1.42,2.79,0.50,0.07,1.70,0.43,0.24,0.11,1.60,2.24,0.00,0.00,3500,10,3100,5000,0,37600,0,4700,3300,PG,PG,PG,PG;SG,,,,G,G
3642,Teletovic,Mirza,PHO,PF,DEN,12.00,5.75,1.30,2.32,0.61,0.25,0.21,0.48,0.74,0.37,0.16,2.04,2.35,0.00,0.00,4000,12,4100,6650,0,47900,0,6600,3850,PF,SF,SF,SF;PF,,,,F,F
2151,Barbosa,Leandro,GSW,SG,UTA,13.00,5.41,0.66,1.17,1.53,0.59,0.13,0.72,1.51,0.40,0.11,2.17,2.66,0.00,0.00,3500,10,3200,5000,0,35000,0,4400,3500,SG,SG,PG,PG;SG,,,,G,G
3976,Sampson,JaKarr,PHI,SF,@ MIL,14.00,5.69,0.20,2.31,0.72,0.38,0.27,1.04,1.83,1.44,0.66,2.03,2.27,0.00,0.00,3600,10,3200,5000,0,36000,0,4300,3400,SF,SG,SF,SG;SF,,,,F,F
2484,Villanueva,Charlie,DAL,PF,@ BKN,11.00,5.88,1.02,2.50,0.29,0.27,0.19,0.47,1.32,0.20,0.10,2.33,3.24,0.00,0.00,3500,10,3100,5000,0,35000,0,4200,3500,PF,PF,PF,PF,,,,F,F
2808,Arthur,Darrell,DEN,PF,@ PHO,14.00,4.00,0.19,2.44,0.74,0.81,0.32,0.65,1.55,0.32,0.11,1.74,2.71,0.00,0.00,3600,10,3900,5150,0,45900,0,5700,3800,PF,PF,PF,PF;C,,,,F,F
3027,Jerebko,Jonas,BOS,PF,@ CHA,14.00,3.91,0.37,3.20,0.93,0.39,0.19,0.78,1.11,0.59,0.12,1.48,2.10,0.00,0.00,3700,10,3300,5000,0,35000,0,3700,3300,PF,SF,PF,SF;PF,,,,F,F
2596,Foye,Randy,DEN,SG,@ PHO,15.00,5.71,1.16,1.36,1.29,0.48,0.13,1.01,0.76,0.69,0.12,1.93,2.69,0.00,0.00,3800,10,3500,6400,0,47000,0,4900,3700,SG,SG,PG,PG;SG,,,,G,G
3406,Williams,Derrick,NYK,PF,@ CLE,13.00,6.10,0.49,1.89,0.62,0.26,0.05,0.44,1.54,1.56,0.63,2.03,2.77,0.00,0.00,3500,10,3100,5800,0,42300,0,5000,3700,PF,PF,SF,SF;PF,,,,F,F
2467,Price,Ronnie,PHO,PG,DEN,14.00,3.56,0.71,0.96,2.26,0.81,0.15,0.64,0.46,0.53,0.12,1.16,2.22,0.00,0.00,3500,10,3100,5000,0,37500,0,4000,3500,PG,PG,PG,PG;SG,,,,G,G
3945,Powell,Dwight,DAL,PF,@ BKN,10.00,4.43,0.03,2.76,0.45,0.35,0.22,0.40,1.68,0.97,0.34,1.71,1.53,0.00,0.00,3800,12,4000,6400,0,56800,0,7400,4000,PF,PF,PF,PF,,,,F,F
3658,Reed,Willie,BKN,PF,DAL,9.00,3.53,0.00,3.57,0.23,0.27,0.40,0.35,1.35,0.82,0.46,1.35,1.23,0.00,0.00,0,10,3000,5000,0,35000,0,3700,3300,PF,SF,PF,SF;PF,,,,F,F
2416,Bass,Brandon,LAL,PF,OKC,13.00,4.06,0.00,2.79,0.65,0.26,0.26,0.53,1.66,0.75,0.17,1.66,1.79,0.00,0.00,3500,10,3400,5800,0,38200,0,4800,3500,PF,PF,PF,PF;C,,,,F,F
3582,Sacre,Robert,LAL,C,OKC,15.00,3.66,0.00,2.42,0.65,0.36,0.56,0.54,1.50,0.66,0.33,1.50,2.32,0.00,0.00,3500,10,3200,5000,0,37200,0,4100,3400,C,C,C,C,,C,,C,C
5011,Grant,Jerian,NYK,PG,@ CLE,13.00,4.25,0.14,1.48,1.98,0.45,0.07,1.20,1.43,0.96,0.24,1.57,1.98,0.00,0.00,3500,10,3000,5150,0,35000,0,4300,3500,PG,PG,PG,PG,,,,G,G
5054,Vaughn,Rashad,MIL,SG,PHI,15.00,4.99,0.58,2.22,0.68,0.37,0.12,0.90,1.26,0.73,0.31,1.84,2.63,0.00,0.00,3500,10,3000,6400,0,35000,0,3000,3000,SG,SG,SG,SG,,,,G,G
3730,Neto,Raul,UTA,PG,@ GSW,15.00,3.88,0.31,1.06,2.13,0.94,0.02,1.52,1.14,0.69,0.34,1.44,2.76,0.00,0.00,3600,10,3200,5000,0,41000,0,4800,3500,PG,PG,PG,PG,,,,G,G
3499,Harkless,Maurice,POR,SF,@ NOR,14.00,3.85,0.31,2.41,0.73,0.51,0.26,0.71,1.11,0.68,0.51,1.43,1.95,0.00,0.00,3600,10,3200,5000,0,35000,0,4200,3400,SF,SF,SF,SF,,,,F,F
2809,Augustin,DJ,OKC,PG,@ LAL,13.00,4.05,0.73,1.16,2.02,0.36,0.02,0.84,0.59,0.67,0.13,1.32,1.71,0.00,0.00,3500,10,3100,5000,0,35000,0,3800,3500,PG,PG,PG,PG,,,,G,G
3242,Ingles,Joe,UTA,SF,@ GSW,14.00,3.78,0.70,1.57,1.44,0.53,0.09,0.74,0.73,0.22,0.06,1.43,1.95,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3300,SF,SF,SG,SG;SF,,,,G,F
3025,Lawson,Ty,HOU,PG,@ ORL,12.00,3.38,0.27,1.06,2.63,0.34,0.07,1.12,0.84,0.89,0.31,1.11,1.76,0.00,0.00,3600,10,3600,6950,0,42300,0,5500,4000,PG,PG,PG,PG,,,,G,G
5021,Holmes,Richaun,PHI,PF,@ MIL,10.00,3.16,0.17,2.70,0.38,0.13,0.66,0.48,1.02,0.64,0.25,1.18,1.27,0.00,0.00,3700,10,3400,5050,0,44100,0,5400,3750,PF,PF,PF,PF,,,,F,F
2853,Morrow,Anthony,OKC,SG,@ LAL,13.00,5.18,1.10,1.16,0.39,0.45,0.08,0.26,0.77,0.35,0.04,1.87,2.16,0.00,0.00,3500,10,3100,5000,0,35000,0,3500,3700,SG,SF,SG,SG;SF,,,,G,G
3951,Stauskas,Nik,PHI,SG,@ MIL,15.00,4.58,0.82,1.12,1.08,0.39,0.16,0.69,0.63,0.85,0.20,1.45,2.94,0.00,0.00,3500,10,3200,5200,0,35200,0,4400,3700,SG,SG,SG,SG,,,,G,G
1894,Prince,Tayshaun,MIN,SF,SAS,22.00,2.80,0.10,2.24,1.10,0.40,0.20,0.39,1.13,0.25,0.14,1.23,1.77,0.00,0.00,3500,10,3100,5000,0,35000,0,3000,3000,SF,SF,SF,SF;PF,,,,F,F
1902,Jefferson,Richard,CLE,SF,NYK,15.00,4.36,0.54,1.50,0.67,0.38,0.16,0.41,1.00,0.74,0.34,1.54,2.16,0.00,0.00,3500,10,3300,5000,0,39500,0,4800,3700,SF,SF,SF,SG;SF,,,,F,F
3955,Vonleh,Noah,POR,PF,@ NOR,12.00,2.75,0.10,3.26,0.37,0.18,0.28,0.46,0.94,0.55,0.18,1.05,1.71,0.00,0.00,3500,10,3100,5000,0,35500,0,4000,3300,PF,PF,PF,PF,,,,F,F
5018,Hezonja,Mario,ORL,SF,HOU,13.00,4.46,0.70,1.77,0.76,0.57,0.04,1.37,1.01,0.33,0.16,1.71,2.60,0.00,0.00,3500,10,3000,5000,0,35000,0,3700,3000,SF,SG,SG,SG,,,,G,G
5093,Simmons,Jonathon,SAS,SG,@ MIN,15.00,4.04,0.13,1.79,1.52,0.61,0.04,2.26,1.01,1.62,0.46,1.14,1.88,0.00,0.00,3500,10,3100,5000,0,43100,0,5000,3000,SG,SF,SF,SF,,,,F,G
5002,Booker,Devin,PHO,SG,DEN,13.00,4.30,0.47,1.05,0.86,0.30,0.22,0.44,1.19,0.51,0.14,1.66,2.19,0.00,0.00,3500,10,3100,0,0,0,0,0,0,SG,SG,SG,,,,,,
2297,Collison,Nick,OKC,PF,@ LAL,11.00,2.33,0.04,2.57,1.05,0.28,0.24,0.69,0.91,0.38,0.12,0.95,0.95,0.00,0.00,3500,10,3000,5000,0,35000,0,4100,3350,PF,PF,C,PF;C,,,,F,F
3041,Cunningham,Dante,NOR,PF,POR,14.00,2.72,0.27,2.29,0.41,0.35,0.37,0.20,0.83,0.26,0.18,1.09,1.41,0.00,0.00,3500,10,3100,6900,0,35000,0,4400,3300,PF,SF,SF,SF;PF,,,,F,F
3901,Anderson,Kyle,SAS,SF,@ MIN,11.00,2.07,0.09,2.05,0.82,0.49,0.25,0.34,0.73,0.34,0.19,0.82,1.57,0.00,0.00,3500,10,3100,5000,0,35000,0,3600,3000,SF,SF,SF,SF,,,,F,F
3708,Withey,Jeff,UTA,C,@ GSW,9.00,2.69,0.00,1.84,0.53,0.21,0.39,0.32,0.89,0.92,0.38,0.89,0.92,0.00,0.00,3500,10,3200,5000,0,35000,0,4200,3000,C,C,C,C,,C,,C,C
3942,Patterson,Lamar,ATL,SG,DET,11.00,3.01,0.27,0.98,1.18,0.28,0.05,0.45,0.53,1.13,0.39,0.80,1.47,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,SG,SG,SG,SG,,,,G,G
2339,Varejao,Anderson,CLE,C,NYK,7.00,2.48,0.00,2.10,0.41,0.20,0.12,0.25,1.05,0.38,0.15,1.05,1.03,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3500,C,C,C,PF;C,,,,C,C
3905,Brown,Markel,BKN,SG,DAL,10.00,2.42,0.22,1.40,0.52,0.36,0.18,0.30,0.62,0.52,0.10,0.84,1.64,0.00,0.00,3500,10,3100,5000,0,35000,0,3000,3500,SG,SG,SG,SG,,,,G,G
2189,Perkins,Kendrick,NOR,C,POR,8.00,1.96,0.00,2.23,0.39,0.09,0.32,0.63,0.85,0.26,0.23,0.85,0.91,0.00,0.00,3500,10,3000,5000,0,35000,0,3300,3000,C,C,C,C,,C,,C,C
3225,Smith,Ish,NOR,PG,POR,6.00,2.11,0.11,0.72,1.37,0.21,0.07,0.39,0.74,0.30,0.16,0.85,1.42,0.00,0.00,4400,18,4300,6200,0,53300,0,8200,3800,PG,PG,PG,PG,,,,G,G
3959,Young,James,BOS,SF,@ CHA,9.00,2.89,0.58,1.12,0.34,0.18,0.04,0.09,0.39,0.36,0.28,0.97,1.78,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,SF,SG,SG,SG,,,,G,G
3014,Hansbrough,Tyler,CHA,PF,BOS,6.00,1.88,0.00,1.59,0.17,0.20,0.13,0.10,0.61,0.65,0.28,0.61,0.67,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3200,PF,PF,PF,PF;C,,,,F,F
5022,Hunter,RJ,BOS,SG,@ CHA,7.00,2.58,0.45,0.74,0.51,0.25,0.09,0.43,0.40,0.42,0.05,0.85,1.36,0.00,0.00,3500,10,3000,5000,0,35000,0,3400,3000,SG,SG,SG,SG,,,,G,G
1960,Terry,Jason,HOU,PG,@ ORL,8.00,2.32,0.59,0.55,0.70,0.29,0.14,0.46,0.19,0.18,0.03,0.78,1.20,0.00,0.00,3500,10,3400,5000,0,36900,0,4400,3500,PG,SG,PG,PG;SG,,,,G,G
2001,Miller,Andre,MIN,PG,SAS,6.00,1.46,0.03,0.61,1.45,0.16,0.03,0.44,0.52,0.34,0.10,0.55,0.69,0.00,0.00,3500,10,3000,5000,0,35000,0,3400,3900,PG,PG,PG,PG;SG,,,,G,G
3917,Ennis,Tyler,MIL,PG,PHI,5.00,1.37,0.12,0.45,1.01,0.23,0.07,0.44,0.48,0.06,0.02,0.60,0.91,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,PG,PG,PG,PG,,,,G,G
3165,Seraphin,Kevin,NYK,PF,@ CLE,5.00,1.74,0.00,0.91,0.32,0.07,0.21,0.36,0.76,0.23,0.08,0.76,0.83,0.00,0.00,3500,10,3100,5000,0,35000,0,4000,3000,PF,PF,PF,PF;C,,,,F,C
3938,Napier,Shabazz,ORL,PG,HOU,5.00,1.48,0.23,0.46,0.95,0.25,0.02,0.54,0.30,0.20,0.06,0.53,0.93,0.00,0.00,3500,10,3500,5000,0,35000,0,3500,3500,PG,PG,PG,PG,,,,G,G
3943,Payne,Adreian,MIN,PF,SAS,6.00,1.58,0.02,1.21,0.22,0.17,0.05,0.35,0.67,0.18,0.09,0.69,1.07,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3600,PF,PF,PF,PF,,,,F,F
3127,Bjelica,Nemanja,MIN,SF,SAS,5.00,1.26,0.24,1.05,0.32,0.12,0.06,0.18,0.22,0.10,0.07,0.46,0.59,0.00,0.00,3500,10,3300,5000,0,35000,0,4700,3800,SF,PF,PF,PF,,,,F,F
2192,Butler,Rasual,SAS,SF,@ MIN,5.00,1.59,0.25,0.70,0.25,0.11,0.11,0.12,0.35,0.12,0.04,0.60,0.87,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,SF,SG,SG,SG;SF,,,,G,F
2864,Thompson,Jason,GSW,PF,UTA,4.00,1.03,0.00,1.09,0.19,0.08,0.12,0.16,0.42,0.19,0.12,0.42,0.50,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3400,PF,PF,PF,PF;C,,,,F,F
3960,Rudez,Damjan,MIN,SF,SAS,7.00,2.07,0.44,0.29,0.29,0.08,0.01,0.35,0.35,0.05,0.01,0.79,0.91,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,SF,SG,SF,SG;SF,,,,G,F
2301,Vujacic,Sasha,NYK,SG,@ CLE,4.00,1.35,0.19,0.54,0.32,0.12,0.02,0.21,0.30,0.18,0.04,0.49,0.75,0.00,0.00,3500,10,3000,5000,0,35000,0,3300,3500,SG,SG,SG,SG,,,,G,G
