id,last_name,first_name,team,position,opponent,minutes,points,threes,rebounds,assists,steals,blocks,turnovers,twos,free throws,free_throws_missed,field goals,field_goals_missed,double doubles,triple doubles,price_fanduel,price_yahoo,price_draftkings,price_draftday,price_starstreet,price_fantasyfeud,price_fanthrowdown,price_starfantasyleagues,price_fantasyaces,positions_fanduel,positions_yahoo,positions_draftkings,positions_draftday,positions_starstreet,positions_fantasyfeud,positions_fanthrowdown,positions_starfantasyleagues,positions_fantasyaces
3759,Clark,Ian,GSW,SG,UTA,4.00,1.45,0.20,0.33,0.27,0.15,0.06,0.18,0.31,0.22,0.04,0.51,0.96,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3300,SG,SG,SG,PG;SG,,,,G,G
3394,Singler,Kyle,OKC,SF,@ LAL,5.00,1.13,0.22,0.65,0.15,0.16,0.05,0.22,0.17,0.14,0.05,0.38,0.71,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3500,SF,SG,SF,SG;SF,,,,F,F
3248,Millsap,Elijah,UTA,SF,@ GSW,4.00,0.80,0.09,0.65,0.26,0.22,0.08,0.29,0.17,0.20,0.09,0.26,0.57,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3600,SF,SG,SG,SG;SF,,,,G,F
3160,Evans,Jeremy,DAL,PF,@ BKN,3.00,0.91,0.02,0.72,0.11,0.11,0.10,0.09,0.37,0.11,0.04,0.39,0.34,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3300,PF,SF,SF,SF;PF,,,,F,F
4023,McAdoo,James,GSW,PF,UTA,2.00,0.84,0.00,0.45,0.02,0.07,0.12,0.06,0.31,0.22,0.17,0.31,0.30,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,PF,PF,PF,PF,,,,F,F
3695,Hill,Solomon,IND,SG,SAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,SG,SG,SF,SG;SF,,,,G,F
2766,Wright,Brandan,MEM,C,@ WAS,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,3700,10,3200,6400,0,56100,0,6600,3600,C,PF,PF,PF;C,,,,F,F
3719,Goodwin,Archie,PHO,PG,DEN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35900,0,4900,3000,PG,SG,SG,PG;SG,,,,G,G
5020,Hollis-Jefferson,Rondae,BKN,SF,DAL,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,4000,10,4600,6550,0,65400,0,8000,3950,SF,SG,SG,SG;SF,,,,F,F
3696,Bullock,Reggie,DET,SF,@ ATL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3300,SF,SG,SF,SG;SF,,,,G,G
1909,Carter,Vince,MEM,SF,@ WAS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,4700,3500,SF,SG,SG,SG;SF,,,,F,G
3812,Marjanovic,Boban,SAS,C,@ MIN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,4400,3000,C,C,C,C,,C,,C,C
2835,Hickson,JJ,DEN,PF,@ PHO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4000,10,3800,6850,0,65200,0,7300,4000,PF,PF,PF,PF;C,,,,F,C
3980,Black,Tarik,LAL,C,OKC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,38900,0,4200,3000,C,PF,C,PF;C,,C,,C,F
3683,Karasev,Sergey,BKN,SF,DAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3100,SF,SG,SF,SG;SF,,,,G,G
3863,Curry,Seth,SAC,SG,@ IND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,SG,PG,PG,PG,,,,G,G
5028,Looney,Kevon,GSW,PF,UTA,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,0,10,3000,5000,0,50000,0,6500,3000,PF,PF,PF,PF,,,,F,F
1941,Gooden,Drew,WAS,PF,MEM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5200,0,43000,0,5300,3000,PF,PF,PF,PF;C,,,,F,F
5001,Anderson,Justin,DAL,SF,@ BKN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,SF,SF,SF,SF,,,,F,G
3639,Zeller,Tyler,BOS,C,@ CHA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3600,10,3300,5000,0,35000,0,4300,3500,C,PF,C,PF;C,,C,,C,C
2002,Hilario,Nene,WAS,PF,MEM,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,4100,10,3900,7650,0,62200,0,7500,3800,PF,PF,PF,PF;C,,,,F,F
1883,World Peace,Metta,LAL,SF,OKC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3300,5000,0,37300,0,4600,3300,SF,SF,SF,SF;PF,,,,F,F
3774,Dedmon,Dewayne,ORL,C,HOU,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3100,5000,0,35000,0,4700,3400,C,C,C,C,,C,,C,C
3729,Gobert,Rudy,UTA,C,@ GSW,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,7100,27,6200,13100,0,108500,0,13700,5150,C,C,C,C,,C,,C,C
3771,Daniels,Troy,CHA,SG,BOS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3300,SG,PG,PG,PG,,,,G,G
2710,Chandler,Wilson,DEN,SF,@ PHO,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,0,24,5500,5000,0,92600,0,14400,4000,SF,SG,SF,SG;SF,,,,F,F
2735,Landry,Carl,PHI,PF,@ MIL,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,0,10,3000,5000,0,45300,0,5300,3500,PF,SF,PF,SF;PF,,,,F,F
3709,Hardaway Jr,Tim,ATL,SG,DET,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,39500,0,3700,3700,SG,SG,SG,SG;SF,,,,G,G
3724,McCallum,Ray,SAS,PG,@ MIN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3600,10,3000,5000,0,35000,0,3000,3500,PG,PG,PG,PG,,,,G,G
3953,Tavares,Walter,ATL,C,DET,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,38000,0,3300,3000,C,C,C,C,,C,,C,C
3636,Wroten,Tony,PHI,PG,@ MIL,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,5200,17,4000,7000,0,59800,0,5700,3950,PG,SG,PG,PG;SG,,,,G,G
2871,Weems,Sonny,PHO,SF,DEN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,SF,SG,SG,SG;SF,,,,G,G
3697,Kelly,Ryan,LAL,SF,OKC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,39500,0,4900,3000,SF,SF,SF,SF;PF,,,,F,F
3700,Ennis,James,MEM,SF,@ WAS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3100,5000,0,35000,0,0,3300,SF,SF,SG,SG;SF,,,,F,F
3933,McDaniels,KJ,HOU,SF,@ ORL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3200,SF,SF,SF,SF,,,,G,G
2811,Bayless,Jerryd,MIL,PG,PHI,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,4600,20,4900,9450,0,85700,0,9400,4300,PG,SG,PG,PG;SG,,,,G,G
3672,Muscala,Mike,ATL,PF,DET,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3200,5000,0,35000,0,4000,3500,PF,PF,C,PF;C,,,,C,F
3731,Porter,Otto,WAS,SF,MEM,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,5700,24,5800,9600,0,87200,0,10400,4400,SF,SF,SF,SF,,,,F,F
3427,Acy,Quincy,SAC,PF,@ IND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3300,PF,PF,PF,SF;PF,,,,F,F
5047,Rozier,Terry,BOS,PG,@ CHA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,PG,PG,PG,PG,,,,G,G
5040,Payne,Cameron,OKC,PG,@ LAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,PG,PG,PG,PG,,,,G,G
2285,Jefferson,Al,CHA,C,BOS,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,6500,22,6200,11650,0,95800,0,11700,5000,C,PF,C,PF;C,,C,,C,C
5053,Turner,Myles,IND,PF,SAC,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,3500,10,3200,5500,0,39000,0,5100,3550,PF,C,C,C,,,,C,C
2307,Harris,Devin,DAL,SG,@ BKN,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,3500,10,3600,6700,0,52600,0,6200,3800,SG,SG,PG,PG;SG,,,,G,G
5031,McCullough,Chris,BKN,PF,DAL,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,0,10,3000,5000,0,50000,0,6700,3000,,PF,PF,PF,,,,F,F
3506,Holiday,Justin,ATL,SG,DET,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3600,SG,SG,SG,SG;SF,,,,G,G
5059,Young,Joseph,IND,SG,SAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,0,0,35000,0,0,3000,SG,PG,SG,,,,,,G
5032,Mickey,Jordan,BOS,PF,@ CHA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,41000,0,3800,3000,PF,PF,PF,PF,,,,F,F
5008,Dekker,Sam,HOU,SF,@ ORL,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,3500,10,3000,5000,0,41000,0,3500,3000,SF,SF,SF,SF,,,,F,F
5014,Harrell,Montrezl,HOU,PF,@ ORL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5900,0,35000,0,3000,3550,PF,PF,PF,PF,,,,F,F
5005,Christmas,Rakeem,IND,PF,SAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,50000,0,4400,3000,PF,PF,PF,PF,,,,F,F
5006,Connaughton,Pat,POR,SG,@ NOR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,SG,SG,SF,SG;SF,,,,G,G
5019,Hilliard,Darrun,DET,SG,@ ATL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,SG,SG,SG,SG,,,,G,G
3516,Jenkins,John,DAL,SG,@ BKN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3600,SG,SG,SG,SG;SF,,,,G,G
5030,Martin,Jarell,MEM,PF,@ WAS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,47000,0,3000,3000,PF,PF,PF,PF,,,,F,F
4103,Whittington,Shayne,IND,C,SAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3300,3000,C,C,C,C,,,,C,F
5025,Jones,Tyus,MIN,PG,SAS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,44000,0,3500,3000,PG,PG,PG,PG,,,,G,G
5075,Harrison,Aaron,CHA,PG,BOS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,PG,PG,PG,PG,,,,G,G
2574,Amundson,Louis,NYK,PF,@ CLE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3300,3000,PF,PF,PF,PF,,,,F,F
3643,Cunningham,Jared,CLE,SG,NYK,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3100,5000,0,35000,0,3000,3500,SG,SG,SG,PG;SG,,,,G,G
3337,Pekovic,Nikola,MIN,C,SAS,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,4800,18,3200,5000,0,78600,0,10800,4000,C,C,C,C,,C,,C,C
5197,Huertas,Marcelo,LAL,PG,OKC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3400,3500,PG,PG,PG,PG,,,,G,G
3381,Mack,Shelvin,ATL,PG,DET,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3900,3500,PG,PG,PG,PG,,,,G,G
3439,Beal,Bradley,WAS,SG,MEM,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,7200,34,7200,12900,0,112400,0,12100,5000,SG,SG,SG,SG,,,,G,G
3435,Barnes,Harrison,GSW,SF,UTA,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,5200,21,5600,9900,0,83000,0,10400,4300,SF,SF,SF,SF;PF,,,,F,F
3648,Papanikolaou,Kostas,DEN,SF,@ PHO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,0,3100,SF,SF,SF,SF;PF,,,,F,F
3455,Copeland,Chris,MIL,SF,PHI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,6600,0,35000,0,3000,3000,SF,SF,PF,SF;PF,,,,F,F
2412,Anderson,Alan,WAS,SG,MEM,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,3500,10,3000,5000,0,48100,0,7400,3500,SG,SG,SG,SG;SF,,,,G,G
3002,Jennings,Brandon,DET,PG,@ ATL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6000,25,4000,5000,0,103600,0,15200,4000,PG,PG,PG,PG,,,,G,G
2084,Miller,Mike,DEN,SF,@ PHO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3100,5000,0,35000,0,3000,3000,SF,SG,SG,SG;SF,,,,G,F
5083,Alexander,Cliff,POR,PF,@ NOR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,PF,PF,PF,PF,,,,F,F
5004,Cauley-Stein,Willie,SAC,C,@ IND,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,3600,10,3300,5950,0,51400,0,6600,3800,C,C,C,C,,C,,C,F
3276,Sloan,Donald,BKN,PG,DAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3100,5000,0,35000,0,4600,3500,PG,SG,PG,PG;SG,,,,G,G
5145,Wood,Christian,PHI,PF,@ MIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3300,3000,PF,C,PF,PF;C,,,,F,F
5168,Montero,Luis,POR,SF,@ NOR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,41000,0,3000,3000,SF,SF,SF,SF,,,,F,G
3947,Robinson III,Glenn,IND,SF,SAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,0,SF,SF,SF,SF,,,,F,
5134,Dukan,Duje,SAC,PF,@ IND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,0,0,4000,3000,PF,SF,SF,SF,,,,F,F
3518,Johnson,Chris,UTA,SG,@ GSW,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,SG,SF,SF,SF;PF,,,,F,F
2805,Ajinca,Alexis,NOR,C,POR,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,3500,10,3400,5750,0,45400,0,5000,3500,C,C,C,PF;C,,C,,C,C
3579,Robinson,Thomas,BKN,PF,DAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3600,3700,PF,PF,PF,PF;C,,,,F,F
3927,Inglis,Damien,MIL,SF,PHI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,SF,SF,SF,SF,,,,F,F
3928,Jefferson,Cory,PHO,PF,DEN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,PF,PF,PF,PF,,,,F,F
3577,Roberts,Brian,CHA,PG,BOS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3500,PG,SG,PG,PG;SG,,,,G,G
2787,Watson,CJ,ORL,PG,HOU,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,3600,16,3100,5900,0,57600,0,5800,3500,PG,PG,PG,PG,,,,G,G
3030,Meeks,Jodie,DET,SG,@ ATL,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,3600,10,3000,5000,0,46300,0,5800,3500,SG,SG,SG,SG,,,,G,G
2357,Bonner,Matt,SAS,C,@ MIN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,C,PF,PF,PF;C,,C,,C,F
3024,Blair,DeJuan,WAS,C,MEM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3100,5000,0,35000,0,3000,3000,C,C,C,PF;C,,C,,F,C
3926,Huestis,Josh,OKC,SF,@ LAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,10,3000,5000,0,50000,0,3100,3000,SF,SF,SF,SF,,,,F,F
2046,Kaman,Chris,POR,C,@ NOR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3700,10,3000,5000,0,59000,0,8100,3500,C,PF,C,PF;C,,C,,C,C
3900,Adams,Jordan,MEM,SG,@ WAS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3700,3000,SG,SG,SG,SG,,,,G,G
3935,McGary,Mitch,OKC,PF,@ LAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3200,3300,PF,PF,PF,PF;C,,,,C,F
2703,Anthony,Joel,DET,C,@ ATL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3300,C,PF,PF,PF;C,,C,,C,C
3949,Smart,Marcus,BOS,PG,@ CHA,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,5300,18,4700,9250,0,76300,0,9100,4000,PG,PG,PG,PG,,,,G,G
3915,Early,Cleanthony,NYK,SF,@ CLE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3300,SF,SF,SF,SF,,,,F,F
3924,Harris,Joe,CLE,SG,NYK,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3300,SG,SG,SG,SG,,,,G,G
3913,Marble,Devyn,ORL,SG,HOU,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3300,SG,SG,SF,SG;SF,,,,F,G
3914,Dinwiddie,Spencer,DET,PG,@ ATL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3500,PG,PG,PG,PG,,,,G,G
3950,Smith,Russ,MEM,PG,@ WAS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,PG,PG,PG,PG,,,,G,G
3542,Lillard,Damian,POR,PG,@ NOR,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,9000,46,8800,16700,0,142900,0,16100,6000,PG,PG,PG,PG,,,,G,G
3142,Pleiss,Tibor,UTA,C,@ GSW,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,38000,0,3000,3000,C,C,C,C,,C,,C,C
3137,Pondexter,Quincy,NOR,SF,POR,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,3900,16,3000,5000,0,47500,0,7900,3300,SF,SG,SF,SG;SF,,,,F,G
3939,Nurkic,Jusuf,DEN,C,@ PHO,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,4000,15,5000,5000,0,67400,0,15500,4000,C,C,C,C,,C,,C,C
3150,Babbitt,Luke,NOR,SF,POR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3600,3400,SF,SG,SF,SF,,,,F,F
3155,Anderson,James,SAC,SG,@ IND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,SG,SF,SG,SG;SF,,,,G,G
2607,Hollins,Ryan,WAS,PF,MEM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4000,10,3000,5000,0,35000,0,3000,3300,PF,C,C,C,,C,,C,C
3532,Kidd-Gilchrist,Michael,CHA,SF,BOS,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,0,21,3000,5000,0,85900,0,9400,3500,SF,SF,SF,SF,,,,F,F
4073,Moreland,Eric,SAC,PF,@ IND,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,PF,PF,PF,PF,,,,F,F
2624,Novak,Steve,OKC,SF,@ LAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3500,SF,SF,SF,SF;PF,,,,F,F
3054,Douglas,Toney,NOR,PG,POR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,39600,0,5300,3000,PG,SG,PG,PG;SG,,,,G,G
2142,Butler,Caron,SAC,SF,@ IND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,SF,SF,SF,SF,,,,F,F
5003,Brown,Anthony,LAL,SF,OKC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3100,5000,0,35000,0,3000,3000,SF,SF,SF,SF,,,,F,G
3567,Plumlee,Miles,MIL,C,PHI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3700,10,3300,5000,0,35000,0,4400,3500,C,PF,C,PF;C,,C,,C,C
5196,Kaun,Sasha,CLE,C,NYK,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,C,C,C,C,,C,,C,C
